,Variety,Country,Province,Region,Subregion,count,geo_normalized
6684,Tempranillo,Spain,Northern Spain,Toro,none,57,"Castilla and Leon, Northwest Spain, Spain"
6685,Tempranillo,Spain,Northern Spain,Vino de Mesa de Castilla y LeÃ³n,none,2,"Castilla and Leon, Northwest Spain, Spain"
6686,Tempranillo,Spain,Northern Spain,Vino de la Tierra Ribera del GÃ¡llego-Cinco Villas,none,2,"Aragon, Northeast Spain, Spain"
6687,Tempranillo,Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,85,"Castilla and Leon, Northwest Spain, Spain"
6691,Tempranillo,Spain,Spain Other,Spain,none,8,
6692,Tempranillo,US,America,none,none,2,
6693,Tempranillo,US,Arizona,Arizona,none,2,"Arizona, USA"
6696,Tempranillo,US,California,California Other,California,4,
6699,Tempranillo,US,California,Central Coast,Arroyo Seco,2,"San Luis Obispo, Central Coast, California, USA"
6700,Tempranillo,US,California,Central Coast,Central Coast,2,
6702,Tempranillo,US,California,Central Coast,Livermore Valley,11,"San Francisco Bay, Central Coast, California, USA"
6705,Tempranillo,US,California,Central Coast,Paso Robles,19,"Paso Robles, Central Coast, California, USA"
6706,Tempranillo,US,California,Central Coast,Paso Robles Willow Creek District,3,"Paso Robles, Central Coast, California, USA"
6707,Tempranillo,US,California,Central Coast,San Antonio Valley,2,"Monterey, Central Coast, California, USA"
6710,Tempranillo,US,California,Central Coast,Santa Barbara County,3,"Santa Barbara, Central Coast, California, USA"
6711,Tempranillo,US,California,Central Coast,Santa Ynez Valley,4,"Santa Barbara, Central Coast, California, USA"
6713,Tempranillo,US,California,Central Valley,Clarksburg,3,"Inland Valleys, California, USA"
6714,Tempranillo,US,California,Central Valley,Clements Hills,2,"Inland Valleys, California, USA"
6715,Tempranillo,US,California,Central Valley,Dunnigan Hills,6,"Inland Valleys, California, USA"
6716,Tempranillo,US,California,Central Valley,Lodi,20,"Inland Valleys, California, USA"
6717,Tempranillo,US,California,Central Valley,Madera,2,"Inland Valleys, California, USA"
6718,Tempranillo,US,California,Central Valley,Yolo County,4,"Inland Valleys, California, USA"
6720,Tempranillo,US,California,Lake County,Lake County,12,"Clear Lake, North Coast, California"
6722,Tempranillo,US,California,Napa,Napa Valley,3,"Napa Valley, North Coast, California, USA"
6724,Tempranillo,US,California,Sierra Foothills,Amador County,13,"Sierra Foothills, California, USA"
6725,Tempranillo,US,California,Sierra Foothills,Calaveras County,3,"Sierra Foothills, California, USA"
6726,Tempranillo,US,California,Sierra Foothills,El Dorado,10,"Sierra Foothills, California, USA"
6728,Tempranillo,US,California,Sierra Foothills,Fair Play,5,"Sierra Foothills, California, USA"
6730,Tempranillo,US,California,Sierra Foothills,Shenandoah Valley (CA),4,"Sierra Foothills, California, USA"
6731,Tempranillo,US,California,Sierra Foothills,Sierra Foothills,3,"Sierra Foothills, California, USA"
6732,Tempranillo,US,California,Sonoma,Alexander Valley,4,"Sonoma Valley, North Coast, California, USA"
6734,Tempranillo,US,California,Sonoma,Russian River Valley,2,"Sonoma Valley, North Coast, California, USA"
6736,Tempranillo,US,California,South Coast,Ramona Valley,2,"South Coast, California, USA"
6737,Tempranillo,US,California,South Coast,Temecula Valley,6,"South Coast, California, USA"
6739,Tempranillo,US,Idaho,none,none,11,"Idaho, USA"
6741,Tempranillo,US,Oregon,Oregon Other,Columbia Gorge (OR),4,"Columbia Valley, Oregon, USA"
6742,Tempranillo,US,Oregon,Oregon Other,Columbia Valley (OR),3,"Columbia Valley, Oregon, USA"
6743,Tempranillo,US,Oregon,Oregon Other,Oregon,11,
6744,Tempranillo,US,Oregon,Oregon Other,Walla Walla Valley (OR),9,"Columbia Valley, Oregon, USA"
6745,Tempranillo,US,Oregon,Oregon Other,none,2,
6746,Tempranillo,US,Oregon,Southern Oregon,Applegate Valley,11,"Southern Oregon, Oregon, USA"
6747,Tempranillo,US,Oregon,Southern Oregon,Rogue Valley,46,"Southern Oregon, Oregon, USA"
6748,Tempranillo,US,Oregon,Southern Oregon,Southern Oregon,15,"Southern Oregon, Oregon, USA"
6749,Tempranillo,US,Oregon,Southern Oregon,Umpqua Valley,54,"Southern Oregon, Oregon, USA"
6752,Tempranillo,US,Oregon,Willamette Valley,Eola-Amity Hills,4,"Willamette Valley, Oregon, USA"
6753,Tempranillo,US,Texas,Texas,none,12,"Texas, USA"
6754,Tempranillo,US,Texas,Texas High Plains,none,7,"Texas, USA"
6756,Tempranillo,US,Washington,Columbia Valley,Columbia Valley (WA),45,"Columbia Valley, Washington, USA"
6757,Tempranillo,US,Washington,Columbia Valley,Horse Heaven Hills,12,"Columbia Valley, Washington, USA"
6758,Tempranillo,US,Washington,Columbia Valley,Lake Chelan,6,"Columbia Valley, Washington, USA"
6759,Tempranillo,US,Washington,Columbia Valley,Rattlesnake Hills,4,"Columbia Valley, Washington, USA"
6760,Tempranillo,US,Washington,Columbia Valley,Red Mountain,3,"Columbia Valley, Washington, USA"
6761,Tempranillo,US,Washington,Columbia Valley,Wahluke Slope,11,"Columbia Valley, Washington, USA"
6762,Tempranillo,US,Washington,Columbia Valley,Walla Walla Valley (WA),33,"Columbia Valley, Washington, USA"
6763,Tempranillo,US,Washington,Columbia Valley,Yakima Valley,16,"Columbia Valley, Washington, USA"
6764,Tempranillo,US,Washington,Washington Other,Columbia Gorge (WA),3,"Columbia Valley, Washington, USA"
6765,Tempranillo,US,Washington,Washington Other,Washington,4,
6767,"Tempranillo Blend, Tempranillo",Argentina,Mendoza Province,Mendoza,none,2,"Mendoza, Argentina"
6768,"Tempranillo Blend, Tempranillo",Spain,Catalonia,Catalunya,none,2,"Catalunya, Northeast Spain, Spain"
6770,"Tempranillo Blend, Tempranillo",Spain,Central Spain,La Mancha,none,13,"Castilla-La Mancha, Central Spain, Spain"
6771,"Tempranillo Blend, Tempranillo",Spain,Central Spain,Ribera del Guadiana,none,2,"Extremadura, Central Spain, Spain"
6773,"Tempranillo Blend, Tempranillo",Spain,Central Spain,UclÃ©s,none,2,"Castilla-La Mancha, Central Spain, Spain"
6774,"Tempranillo Blend, Tempranillo",Spain,Central Spain,ValdepeÃ±as,none,5,"Castilla-La Mancha, Central Spain, Spain"
6775,"Tempranillo Blend, Tempranillo",Spain,Central Spain,Vino de la Tierra de Castilla,none,10,"Castilla-La Mancha, Central Spain, Spain"
6778,"Tempranillo Blend, Tempranillo",Spain,Levante,Utiel-Requena,none,4,"Valencia, Northeast Spain, Spain"
6779,"Tempranillo Blend, Tempranillo",Spain,Levante,Valencia,none,4,"Valencia, Northeast Spain, Spain"
6780,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,CariÃ±ena,none,2,"Aragon, Northeast Spain, Spain"
6781,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Navarra,none,35,"Navarra, Northeast Spain, Spain"
6782,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Ribera del Duero,none,199,"Castilla and Leon, Northwest Spain, Spain"
6783,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Ribera del Queiles,none,2,"Aragon, Northeast Spain, Spain"
6784,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Rioja,none,877,"La Rioja, Northeast Spain, Spain"
6787,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Toro,none,11,"Castilla and Leon, Northwest Spain, Spain"
6788,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,13,"Castilla and Leon, Northwest Spain, Spain"
6796,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Catalonia,Catalunya,none,5,"Catalunya, Northeast Spain, Spain"
6798,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Catalonia,Terra Alta,none,2,"Catalunya, Northeast Spain, Spain"
6800,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,La Mancha,none,3,"Castilla-La Mancha, Central Spain, Spain"
6802,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,Tierra de Castilla,none,5,"Castilla-La Mancha, Central Spain, Spain"
6803,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,ValdepeÃ±as,none,2,"Castilla-La Mancha, Central Spain, Spain"
6804,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,Vino de la Tierra de Castilla,none,18,"Castilla-La Mancha, Central Spain, Spain"
6805,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Levante,Utiel-Requena,none,5,"Valencia, Northeast Spain, Spain"
6806,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Levante,Valencia,none,5,"Valencia, Northeast Spain, Spain"
6807,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Levante,Vino de la Tierra de CastellÃ³,none,2,"Valencia, Northeast Spain, Spain"
6808,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Northern Spain,Campo de Borja,none,9,"Aragon, Northeast Spain, Spain"
6809,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Northern Spain,CariÃ±ena,none,2,"Aragon, Northeast Spain, Spain"
6810,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Northern Spain,Navarra,none,8,"Navarra, Northeast Spain, Spain"
6811,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Northern Spain,Ribera del Duero,none,8,"Castilla and Leon, Northwest Spain, Spain"
6812,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Northern Spain,Rioja,none,4,"La Rioja, Northeast Spain, Spain"
6813,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Northern Spain,Somontano,none,9,"Aragon, Northeast Spain, Spain"
6814,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,4,"Castilla and Leon, Northwest Spain, Spain"
6818,"Tempranillo-Cabernet Sauvignon, Red Blends",US,Washington,Columbia Valley,Walla Walla Valley (WA),3,"Columbia Valley, Washington, USA"
6821,"Tempranillo-Garnacha, Red Blends",Spain,Central Spain,Tierra de Castilla,none,5,"Castilla-La Mancha, Central Spain, Spain"
6822,"Tempranillo-Garnacha, Red Blends",Spain,Central Spain,Vino de la Tierra de Castilla,none,4,"Castilla-La Mancha, Central Spain, Spain"
6823,"Tempranillo-Garnacha, Red Blends",Spain,Central Spain,Vinos de Madrid,none,2,"Vinos de Madrid, Central Spain, Spain"
6824,"Tempranillo-Garnacha, Red Blends",Spain,Northern Spain,Campo de Borja,none,5,"Aragon, Northeast Spain, Spain"
6825,"Tempranillo-Garnacha, Red Blends",Spain,Northern Spain,CariÃ±ena,none,4,"Aragon, Northeast Spain, Spain"
6826,"Tempranillo-Garnacha, Red Blends",Spain,Northern Spain,Navarra,none,5,"Navarra, Northeast Spain, Spain"
6827,"Tempranillo-Garnacha, Red Blends",Spain,Northern Spain,Rioja,none,28,"La Rioja, Northeast Spain, Spain"
6828,"Tempranillo-Garnacha, Red Blends",Spain,Northern Spain,Toro,none,5,"Castilla and Leon, Northwest Spain, Spain"
6829,"Tempranillo-Garnacha, Red Blends",US,Oregon,Southern Oregon,Rogue Valley,2,"Southern Oregon, Oregon, USA"
6833,"Tempranillo-Merlot, Red Blends",Spain,Central Spain,Vino de la Tierra de Castilla,none,2,"Castilla-La Mancha, Central Spain, Spain"
6834,"Tempranillo-Merlot, Red Blends",Spain,Northern Spain,CariÃ±ena,none,4,"Aragon, Northeast Spain, Spain"
6835,"Tempranillo-Merlot, Red Blends",Spain,Northern Spain,Navarra,none,8,"Navarra, Northeast Spain, Spain"
6837,"Tempranillo-Merlot, Red Blends",Spain,Northern Spain,Ribera del Duero,none,2,"Castilla and Leon, Northwest Spain, Spain"
6840,"Tempranillo-Shiraz, Red Blends",Spain,Central Spain,Vino de la Tierra de Castilla,none,7,"Castilla-La Mancha, Central Spain, Spain"
6843,"Tempranillo-Shiraz, Red Blends",Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,6,"Castilla and Leon, Northwest Spain, Spain"
6845,"Tempranillo-Syrah, Red Blends",Spain,Central Spain,Vino de la Tierra de Castilla,none,2,"Castilla-La Mancha, Central Spain, Spain"
6851,"Teroldego, Italian Red",Italy,Northeastern Italy,Rotaliano,none,2,"Alto Adige, Northeast Italy, Italy"
6854,"Teroldego, Italian Red",Italy,Northeastern Italy,Vigneti delle Dolomiti,none,8,
6857,"Teroldego, Italian Red",US,California,Central Coast,Santa Barbara County,3,"Santa Barbara, Central Coast, California, USA"
6858,"Teroldego, Italian Red",US,California,Central Valley,Clarksburg,4,"Inland Valleys, California, USA"
6859,"Teroldego, Italian Red",US,California,Central Valley,Lodi,4,"Inland Valleys, California, USA"
6861,"Teroldego, Italian Red",US,California,Sierra Foothills,Amador County,3,"Sierra Foothills, California, USA"
6862,"Teroldego, Italian Red",US,New York,Finger Lakes,Finger Lakes,2,"Finger Lakes, New York, USA"
6863,"Timorasso, Italian White",Italy,Piedmont,Colli Tortonesi,none,4,"Piedmont, Northwest Italy, Italy"
6864,"Tinta Fina, Tempranillo",Spain,Northern Spain,Cigales,none,2,"Castilla and Leon, Northwest Spain, Spain"
6865,"Tinta Fina, Tempranillo",Spain,Northern Spain,Ribera del Duero,none,17,"Castilla and Leon, Northwest Spain, Spain"
6866,"Tinta Roriz, Tempranillo",Portugal,Beiras,none,none,4,"Beira Interior, Portugal"
6867,"Tinta Roriz, Tempranillo",Portugal,Douro,none,none,15,"Douro Valley, Portugal"
6868,"Tinta Roriz, Tempranillo",Portugal,DÃ£o,none,none,4,"Dao, Portugal"
6871,"Tinta de Toro, Tempranillo",Spain,Northern Spain,Toro,none,311,"Castilla and Leon, Northwest Spain, Spain"
6875,"Tinta del Pais, Tempranillo",Spain,Northern Spain,Ribera del Duero,none,7,"Castilla and Leon, Northwest Spain, Spain"
6876,"Tinta del Toro, Tempranillo",Spain,Northern Spain,Toro,none,9,"Castilla and Leon, Northwest Spain, Spain"
6878,"Tinto Fino, Tempranillo",Spain,Northern Spain,Ribera del Duero,none,145,"Castilla and Leon, Northwest Spain, Spain"
6879,"Tinto del Pais, Tempranillo",Spain,Northern Spain,Cigales,none,13,"Castilla and Leon, Northwest Spain, Spain"
6880,"Tinto del Pais, Tempranillo",Spain,Northern Spain,Ribera del Duero,none,87,"Castilla and Leon, Northwest Spain, Spain"
6881,"Tinto del Pais, Tempranillo",Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,2,"Castilla and Leon, Northwest Spain, Spain"
6882,"Tocai Friulano, Italian White",US,California,Central Coast,Santa Ynez Valley,2,"Santa Barbara, Central Coast, California, USA"
6883,"Tocai Friulano, Italian White",US,California,Mendocino County,Mendocino County,2,"Mendocino, North Coast, California, USA"
6888,"Tocai Friulano, Italian White",US,New York,New York Other,Hudson River Region,7,"Hudson Valley, New York, USA"
6892,"Tokaji, White Blend",Hungary,Tokaj,none,none,14,"Tokaj, Hungary"
6893,"Tokaji, White Blend",Hungary,Tokaji,none,none,26,"Tokaj, Hungary"
6894,Tokay Pinot Gris,France,Alsace,Alsace,none,31,"Alsace, France"
6897,"Trebbiano Spoletino, Italian White",Italy,Central Italy,Umbria,none,2,"Umbria, Central Italy, Italy"
6899,"Trebbiano, Italian White",Italy,Central Italy,Trebbiano d'Abruzzo,none,15,"Abruzzo, Central Italy, Italy"
6900,"Trebbiano, Italian White",Italy,Italy Other,Vino Spumante,none,2,
6903,"Trebbiano, Italian White",Italy,Veneto,Veronese,none,3,"Veneto, Northeast Italy, Italy"
6906,"Turbiana, Italian White",Italy,Lombardy,Lugana,none,153,"Lombardy, Northwest Italy, Italy"
6907,"Turbiana, Italian White",Italy,Lombardy,Lugana Superiore,none,2,"Lombardy, Northwest Italy, Italy"
6909,"Ugni Blanc-Colombard, White Blend",France,Southwest France,CÃ´tes de Gascogne,none,8,"Southwest France, France"
6910,"Ugni Blanc-Colombard, White Blend",France,Southwest France,Vin de Pays des CÃ´tes de Gascogne,none,6,"Southwest France, France"
6911,"Uva di Troia, Italian Red",Italy,Southern Italy,Castel del Monte,none,3,"Puglia, Southern Italy, Italy"
6913,"Uva di Troia, Italian Red",Italy,Southern Italy,Puglia,none,3,"Puglia, Southern Italy, Italy"
6915,"Veltliner, GrÃ¼ner Veltliner",Italy,Northeastern Italy,Alto Adige Valle Isarco,none,4,"Alto Adige, Northeast Italy, Italy"
6921,"Verdejo-Sauvignon Blanc, White Blend",Spain,Northern Spain,Rueda,none,2,"Castilla and Leon, Northwest Spain, Spain"
6922,"Verdejo-Sauvignon Blanc, White Blend",Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,3,"Castilla and Leon, Northwest Spain, Spain"
6924,"Verdejo-Viura, White Blend",Spain,Northern Spain,Rueda,none,25,"Castilla and Leon, Northwest Spain, Spain"
6925,"Verdejo-Viura, White Blend",Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,3,"Castilla and Leon, Northwest Spain, Spain"
6926,"Verdicchio, Italian White",Italy,Central Italy,Verdicchio dei Castelli di Jesi,none,17,"Le Marche, Central Italy, Italy"
6927,"Verdicchio, Italian White",Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico,none,47,"Le Marche, Central Italy, Italy"
6928,"Verdicchio, Italian White",Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,none,49,"Le Marche, Central Italy, Italy"
6929,"Verdicchio, Italian White",Italy,Central Italy,Verdicchio di Matelica,none,12,"Le Marche, Central Italy, Italy"
6932,"Vermentino, Italian White",Australia,South Australia,McLaren Vale,none,5,"South Australia, Australia"
6934,"Vermentino, Italian White",Australia,South Australia,South Australia,none,2,"South Australia, Australia"
6935,"Vermentino, Italian White",France,Corse,none,none,22,"Corsica, France"
6940,"Vermentino, Italian White",France,Patrimonio,none,none,6,"Corsica, France"
6941,"Vermentino, Italian White",France,Provence,CÃ´tes de Provence,none,6,"Provence, France"
6942,"Vermentino, Italian White",Italy,Northwestern Italy,Colli di Luni,none,2,"Liguria, Northwest Italy, Italy"
6943,"Vermentino, Italian White",Italy,Sicily & Sardinia,Isola dei Nuraghi,none,5,"Sardinia, Southern Italy, Italy"
6944,"Vermentino, Italian White",Italy,Sicily & Sardinia,Vermentino di Gallura,none,24,"Sardinia, Southern Italy, Italy"
6945,"Vermentino, Italian White",Italy,Sicily & Sardinia,Vermentino di Sardegna,none,35,"Sardinia, Southern Italy, Italy"
6947,"Vermentino, Italian White",Italy,Tuscany,Maremma Toscana,none,4,"Tuscany, Central Italy, Italy"
6948,"Vermentino, Italian White",Italy,Tuscany,Toscana,none,24,"Tuscany, Central Italy, Italy"
6949,"Vermentino, Italian White",US,California,California Other,California,2,
6950,"Vermentino, Italian White",US,California,Central Coast,Adelaida District,3,"Paso Robles, Central Coast, California, USA"
6952,"Vermentino, Italian White",US,California,Central Coast,Paso Robles,4,"Paso Robles, Central Coast, California, USA"
6953,"Vermentino, Italian White",US,California,Central Coast,Santa Barbara County,3,"Santa Barbara, Central Coast, California, USA"
6954,"Vermentino, Italian White",US,California,Central Coast,Santa Ynez Valley,2,"Santa Barbara, Central Coast, California, USA"
6955,"Vermentino, Italian White",US,California,Central Valley,Lodi,5,"Inland Valleys, California, USA"
6958,"Vermentino, Italian White",US,California,Napa-Sonoma,Carneros,10,"Napa-Sonoma, North Coast, California, USA"
6960,"Vermentino, Italian White",US,California,Sierra Foothills,Amador County,2,"Sierra Foothills, California, USA"
